,original_title,Foreign,History,Adventure,Movie,Comedy,Drama,Mystery,Fantasy,Action,Science,Documentary,Animation,Western,Horror,TV,Science Fiction,War,Crime,Family,Romance,Music,vote_average_1.0,vote_average_2.0,vote_average_3.0,vote_average_4.0,vote_average_5.0,vote_average_6.0,vote_average_7.0,vote_average_8.0,vote_average_9.0,vote_average_10.0
183,The Hunger Games: Catching Fire,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
184,Home,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
185,War of the Worlds,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
186,Bad Boys II,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
187,Puss in Boots,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
188,Salt,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
189,Noah,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
190,The Adventures of Tintin,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
191,Harry Potter and the Prisoner of Azkaban,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
192,Australia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
193,After Earth,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
194,Dinosaur,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
195,Night at the Museum: Secret of the Tomb,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
196,Megamind,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
197,Harry Potter and the Philosopher's Stone,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
198,R.I.P.D.,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
199,Pirates of the Caribbean: The Curse of the Black Pearl,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
200,The Hunger Games: Mockingjay - Part 1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
201,The Da Vinci Code,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
202,Rio 2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
203,X2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
204,Fast Five,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
205,Sherlock Holmes: A Game of Shadows,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
206,Clash of the Titans,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
207,Total Recall,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
208,The 13th Warrior,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
209,The Bourne Legacy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
210,Batman & Robin,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False
211,How the Grinch Stole Christmas,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
212,The Day After Tomorrow,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
213,Mission: Impossible II,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
214,The Perfect Storm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
215,4: Rise of the Silver Surfer,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
216,Life of Pi,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
217,Ghost Rider,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
218,Jason Bourne,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
219,Charlie's Angels: Full Throttle,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
220,Prometheus,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
221,Stuart Little 2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
222,Elysium,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
223,The Chronicles of Riddick,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
224,RoboCop,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
225,Speed Racer,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
226,How Do You Know,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False
227,Knight and Day,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
228,Oblivion,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
229,Star Wars: Episode III - Revenge of the Sith,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
230,Star Wars: Episode II - Attack of the Clones,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
231,"Monsters, Inc.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
232,The Wolverine,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
233,Star Wars: Episode I - The Phantom Menace,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
234,The Croods,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
235,Astérix aux Jeux Olympiques,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,False
236,Windtalkers,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False
237,The Huntsman: Winter's War,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
238,Teenage Mutant Ninja Turtles,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
239,Gravity,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
240,Dante's Peak,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
241,Teenage Mutant Ninja Turtles: Out of the Shadows,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
242,Fantastic Four,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
243,Night at the Museum,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
244,San Andreas,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
245,Tomorrow Never Dies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
246,The Patriot,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False
247,Ocean's Twelve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
248,Mr. & Mrs. Smith,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
249,Insurgent,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
250,The Aviator,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
251,Gulliver's Travels,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
252,The Green Hornet,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
253,300: Rise of an Empire,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False
254,The Smurfs,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
255,Home on the Range,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
256,Allegiant,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
257,Real Steel,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
258,The Smurfs 2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
259,Speed 2: Cruise Control,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
260,Ender's Game,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
261,Live Free or Die Hard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
262,The Lord of the Rings: The Fellowship of the Ring,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
263,Around the World in 80 Days,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
264,Ali,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
265,The Cat in the Hat,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,False
266,"I, Robot",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
267,Kingdom of Heaven,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False
268,Stuart Little,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
269,The Princess and the Frog,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,False,False,False,False,False,False,True,False,False,False
270,The Martian,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
271,The Island,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
272,Town & Country,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,True,False,False,False,False,False,False
273,Gone in Sixty Seconds,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
274,Gladiator,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
275,Minority Report,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
276,Harry Potter and the Chamber of Secrets,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
277,Casino Royale,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
278,Planet of the Apes,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
279,Terminator 2: Judgment Day,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
280,Public Enemies,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
281,American Gangster,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
282,True Lies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
283,The Taking of Pelham 1 2 3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
284,Little Fockers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
285,The Other Guys,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
286,Eraser,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
287,Django Unchained,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
288,The Hunchback of Notre Dame,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
289,The Emperor's New Groove,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
290,The Expendables 2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
291,National Treasure,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
292,Eragon,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,False
293,Where the Wild Things Are,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
294,Epic,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
295,The Tourist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
296,End of Days,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
297,Blood Diamond,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
298,The Wolf of Wall Street,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
299,Batman Forever,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
300,Starship Troopers,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
301,Cloud Atlas,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
302,Legend of the Guardians: The Owls of Ga'Hoole,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
303,Catwoman,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False
304,Hercules,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
305,Treasure Planet,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
306,Land of the Lost,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
307,The Expendables 3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
308,Point Break,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
309,Son of the Mask,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,True,False,False,False,False,False,False
310,In the Heart of the Sea,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
311,The Adventures of Pluto Nash,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
312,Green Zone,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False
313,The Peanuts Movie,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
314,The Spanish Prisoner,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
315,The Mummy Returns,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
316,Gangs of New York,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
317,金陵十三釵,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False
318,Surf's Up,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
319,The Stepford Wives,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
320,Black Hawk Down,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False
321,The Campaign,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
322,The Fifth Element,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
323,Sex and the City 2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
324,The Road to El Dorado,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
325,Ice Age: Continental Drift,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
326,Cinderella,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,False,False,False,False,False,False,True,False,False,False
327,The Lovely Bones,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
328,Finding Nemo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
329,The Lord of the Rings: The Return of the King,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False
330,The Lord of the Rings: The Two Towers,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
331,Seventh Son,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
332,Lara Croft: Tomb Raider,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
333,Transcendence,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
334,Jurassic Park III,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
335,Rise of the Planet of the Apes,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
336,The Spiderwick Chronicles,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
337,A Good Day to Die Hard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
338,The Alamo,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False
339,The Incredibles,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
340,Cutthroat Island,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
341,Percy Jackson & the Olympians: The Lightning Thief,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
342,Men in Black,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
343,Toy Story 2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
344,Unstoppable,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
345,Rush Hour 2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
346,What Lies Beneath,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
347,Cloudy with a Chance of Meatballs,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
348,Ice Age: Dawn of the Dinosaurs,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
349,The Secret Life of Walter Mitty,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
350,Charlie's Angels,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
351,The Departed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
352,Mulan,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
353,Tropic Thunder,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
354,The Girl with the Dragon Tattoo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
355,Die Hard: With a Vengeance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
356,Sherlock Holmes,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
357,Ben-Hur,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
358,Atlantis: The Lost Empire,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
359,Alvin and the Chipmunks: The Road Chip,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
